,year,country_isocode,country_name,id,position,name,title,gender,birthyear,deadyear,party,party_english,party_otherlanguage,core,minister,leader,classification,portfolio_1,prestige_1,portfolio_2,prestige_2,portfolio_3,prestige_3,portfolio_4,prestige_4,m_finance,m_defense,m_agriculture,m_foreignaffairs
92908,2000,IRL,Ireland,626,President,Mary Mcaleese,NA,Female,1951,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,0,0,President,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92909,2000,IRL,Ireland,627,Prime Minister,Bertie Ahern,NA,Male,1951,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,0,1,Prime Minister,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92910,2000,IRL,Ireland,628,Dep. Prime Minister,Mary Harney,NA,Female,1953,A (2020),pd,Progressive Democrats,Progressive Democrats,1,0,0,Deputy Prime Minister,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92911,2000,IRL,Ireland,629,"Min. For Agriculture, Food & Forestry",Joseph Walsh,NA,Male,1943,2014,ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Agriculture, Food, Fisheries & Livestock",Medium,Environment,Medium,NA,NA,NA,NA,0,0,1,0
92912,2000,IRL,Ireland,630,"Min. For Arts, Culture & The Gaeltacht",Sile De Valera,NA,Female,1954,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Culture & Heritage,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
92913,2000,IRL,Ireland,631,Min. For Defense,Michael Smith,NA,Male,1940,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Defense, Military & National Security",High,NA,NA,NA,NA,NA,NA,0,1,0,0
92914,2000,IRL,Ireland,632,"Min. For Education, Science & Technology",Michael Woods,Dr.,Male,1935,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Education, Training & Skills",Medium,"Science, Technology & Research",Low,NA,NA,NA,NA,0,0,0,0
92915,2000,IRL,Ireland,633,Min. For Enterprise & Employment,Mary Harney,NA,Female,1953,A (2020),pd,Progressive Democrats,Progressive Democrats,1,1,0,Minister (Full Rank),"Enterprises, Companies & Business",Medium,"Labor, Employment & Social Security",Medium,NA,NA,NA,NA,0,0,0,0
92916,2000,IRL,Ireland,634,Min. For Environment & Rural Development,Noel Dempsey,NA,Male,1953,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Environment,Medium,Planning & Development,Medium,NA,NA,NA,NA,0,0,0,0
92917,2000,IRL,Ireland,635,Min. For Finance,Charles Mccreevy,NA,Male,1949,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Finance, Budget & Treasury",High,NA,NA,NA,NA,NA,NA,1,0,0,0
92918,2000,IRL,Ireland,636,Min. For Foreign Affairs,Brian Cowen,NA,Male,1960,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Foreign Relations,High,NA,NA,NA,NA,NA,NA,0,0,0,1
92919,2000,IRL,Ireland,637,Min. For Health & Children,Micheal Martin,NA,Male,1960,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Health & Social Welfare,Medium,Children & Family,Low,NA,NA,NA,NA,0,0,0,0
92920,2000,IRL,Ireland,638,"Min. For Justice, Equality & Law Reform",John O'Donoghue,NA,Male,1956,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Justice & Legal Affairs,Medium,Political Reform,Medium,NA,NA,NA,NA,0,0,0,0
92921,2000,IRL,Ireland,639,Min. For Marine & Natural Resources,Frank Fahey,NA,Male,1951,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Natural Resources,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
92922,2000,IRL,Ireland,640,"Min. For Social, Community & Family Affairs",Dermot Ahern,NA,Male,1955,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Children & Family,Low,NA,NA,NA,NA,NA,NA,0,0,0,0
92923,2000,IRL,Ireland,641,Min. For Tourism & Trade,Jim Mcdaid,Dr.,Male,1949,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Foreign Economic Relations,Medium,Tourism,Low,NA,NA,NA,NA,0,0,0,0
92924,2000,IRL,Ireland,642,"Min. For Transport, Energy & Communications",Mary O'Rourke,NA,Female,1937,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Communications & Information,Medium,Energy,Medium,Transport,Medium,NA,NA,0,0,0,0
92925,2000,IRL,Ireland,643,Attorney General,Michael Mcdowell,NA,Male,1951,A (2020),independent,independent,independent,1,0,0,"Attorney General, Chief Justice or Legal Official",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92926,2000,IRL,Ireland,644,"Governor, Central Bank Of Ireland",Maurice O'Connell,NA,Male,1936,A (2020),NA,NA,NA,0,0,0,Governor (Central Bank),NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92927,2000,IRL,Ireland,645,Ambassador To The Us,Sean O'Huiginn,NA,Male,1944,A (2020),NA,NA,NA,0,0,0,Ambassador to the United States,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92928,2000,IRL,Ireland,646,"Permanent Representative To The Un, New York",Richard Ryan,NA,Male,1946,A (2020),NA,NA,NA,0,0,0,Representative to the United Nations,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92929,2001,IRL,Ireland,647,President,Mary Mcaleese,NA,Female,1951,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,0,0,President,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92930,2001,IRL,Ireland,648,Prime Minister,Bertie Ahern,NA,Male,1951,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,0,1,Prime Minister,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92931,2001,IRL,Ireland,649,Dep. Prime Minister,Mary Harney,NA,Female,1953,A (2020),pd,Progressive Democrats,Progressive Democrats,1,0,0,Deputy Prime Minister,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92932,2001,IRL,Ireland,650,"Min. For Agriculture, Food & Forestry",Joseph Walsh,NA,Male,1943,2014,ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Agriculture, Food, Fisheries & Livestock",Medium,Environment,Medium,NA,NA,NA,NA,0,0,1,0
92933,2001,IRL,Ireland,651,"Min. For Arts, Culture & The Gaeltacht",Sile De Valera,NA,Female,1954,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Culture & Heritage,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
92934,2001,IRL,Ireland,652,Min. For Defense,Michael Smith,NA,Male,1940,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Defense, Military & National Security",High,NA,NA,NA,NA,NA,NA,0,1,0,0
92935,2001,IRL,Ireland,653,"Min. For Education, Science & Technology",Michael Woods,Dr.,Male,1935,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Education, Training & Skills",Medium,"Science, Technology & Research",Low,NA,NA,NA,NA,0,0,0,0
92936,2001,IRL,Ireland,654,Min. For Enterprise & Employment,Mary Harney,NA,Female,1953,A (2020),pd,Progressive Democrats,Progressive Democrats,1,1,0,Minister (Full Rank),"Enterprises, Companies & Business",Medium,"Labor, Employment & Social Security",Medium,NA,NA,NA,NA,0,0,0,0
92937,2001,IRL,Ireland,655,Min. For Environment & Rural Development,Noel Dempsey,NA,Male,1953,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Environment,Medium,Planning & Development,Medium,NA,NA,NA,NA,0,0,0,0
92938,2001,IRL,Ireland,656,Min. For Finance,Charles Mccreevy,NA,Male,1949,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Finance, Budget & Treasury",High,NA,NA,NA,NA,NA,NA,1,0,0,0
92939,2001,IRL,Ireland,657,Min. For Foreign Affairs,Brian Cowen,NA,Male,1960,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Foreign Relations,High,NA,NA,NA,NA,NA,NA,0,0,0,1
92940,2001,IRL,Ireland,658,Min. For Health & Children,Micheal Martin,NA,Male,1960,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Health & Social Welfare,Medium,Children & Family,Low,NA,NA,NA,NA,0,0,0,0
92941,2001,IRL,Ireland,659,"Min. For Justice, Equality & Law Reform",John O'Donoghue,NA,Male,1956,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Justice & Legal Affairs,Medium,Political Reform,Medium,NA,NA,NA,NA,0,0,0,0
92942,2001,IRL,Ireland,660,Min. For Marine & Natural Resources,Frank Fahey,NA,Male,1951,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Natural Resources,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
92943,2001,IRL,Ireland,661,"Min. For Social, Community & Family Affairs",Dermot Ahern,NA,Male,1955,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Children & Family,Low,NA,NA,NA,NA,NA,NA,0,0,0,0
92944,2001,IRL,Ireland,662,Min. For Tourism & Trade,Jim Mcdaid,Dr.,Male,1949,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Foreign Economic Relations,Medium,Tourism,Low,NA,NA,NA,NA,0,0,0,0
92945,2001,IRL,Ireland,663,"Min. For Transport, Energy & Communications",Mary O'Rourke,NA,Female,1937,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Communications & Information,Medium,Energy,Medium,Transport,Medium,NA,NA,0,0,0,0
92946,2001,IRL,Ireland,664,Attorney General,Michael Mcdowell,NA,Male,1951,A (2020),independent,independent,independent,1,0,0,"Attorney General, Chief Justice or Legal Official",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92947,2001,IRL,Ireland,665,"Governor, Central Bank Of Ireland",Maurice O'Connell,NA,Male,1936,A (2020),NA,NA,NA,0,0,0,Governor (Central Bank),NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92948,2001,IRL,Ireland,666,Ambassador To The Us,Sean O'Huiginn,NA,Male,1944,A (2020),NA,NA,NA,0,0,0,Ambassador to the United States,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92949,2001,IRL,Ireland,667,"Permanent Representative To The Un, New York",Richard Ryan,NA,Male,1946,A (2020),NA,NA,NA,0,0,0,Representative to the United Nations,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92950,2002,IRL,Ireland,668,President,Mary Mcaleese,NA,Female,1951,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,0,0,President,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92951,2002,IRL,Ireland,669,Prime Minister,Bertie Ahern,NA,Male,1951,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,0,1,Prime Minister,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92952,2002,IRL,Ireland,670,Dep. Prime Minister,Mary Harney,NA,Female,1953,A (2020),pd,Progressive Democrats,Progressive Democrats,1,0,0,Deputy Prime Minister,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92953,2002,IRL,Ireland,671,Min. For Agriculture & Food,Joseph Walsh,NA,Male,1943,2014,ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Agriculture, Food, Fisheries & Livestock",Medium,NA,NA,NA,NA,NA,NA,0,0,1,0
92954,2002,IRL,Ireland,672,"Min. For Arts, Sport & Tourism",John O'Donoghue,NA,Male,1956,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Culture & Heritage,Medium,Sports,Low,Tourism,Low,NA,NA,0,0,0,0
92955,2002,IRL,Ireland,673,"Min. For Communications, Marine & Natural Resources",Dermot Ahern,NA,Male,1955,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Communications & Information,Medium,Natural Resources,Medium,NA,NA,NA,NA,0,0,0,0
92956,2002,IRL,Ireland,674,"Min. For Community, Rural & Gaeltacht Affairs",Eamon O'Cuiv,NA,Male,1950,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Culture & Heritage,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
92957,2002,IRL,Ireland,675,Min. For Defense,Michael Smith,NA,Male,1940,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Defense, Military & National Security",High,NA,NA,NA,NA,NA,NA,0,1,0,0
92958,2002,IRL,Ireland,676,Min. For Education & Science,Noel Dempsey,NA,Male,1953,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Education, Training & Skills",Medium,"Science, Technology & Research",Low,NA,NA,NA,NA,0,0,0,0
92959,2002,IRL,Ireland,677,"Min. For Enterprise, Trade & Employment",Mary Harney,NA,Female,1953,A (2020),pd,Progressive Democrats,Progressive Democrats,1,1,0,Minister (Full Rank),Foreign Economic Relations,Medium,"Enterprises, Companies & Business",Medium,"Labor, Employment & Social Security",Medium,NA,NA,0,0,0,0
92960,2002,IRL,Ireland,678,Min. For Environment & Local Government,Martin Cullen,NA,Male,1954,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Environment,Medium,Local Government,Medium,NA,NA,NA,NA,0,0,0,0
92961,2002,IRL,Ireland,679,Min. For Finance,Charles Mccreevy,NA,Male,1949,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Finance, Budget & Treasury",High,NA,NA,NA,NA,NA,NA,1,0,0,0
92962,2002,IRL,Ireland,680,Min. For Foreign Affairs,Brian Cowen,NA,Male,1960,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Foreign Relations,High,NA,NA,NA,NA,NA,NA,0,0,0,1
92963,2002,IRL,Ireland,681,Min. For Health & Children,Micheal Martin,NA,Male,1960,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Health & Social Welfare,Medium,Children & Family,Low,NA,NA,NA,NA,0,0,0,0
92964,2002,IRL,Ireland,682,"Min. For Justice, Equality & Law Reform",Michael Mcdowell,NA,Male,1951,A (2020),independent,independent,independent,1,1,0,Minister (Full Rank),Justice & Legal Affairs,Medium,Political Reform,Medium,NA,NA,NA,NA,0,0,0,0
92965,2002,IRL,Ireland,683,Min. For Social & Family Affairs,Mary Coughlan,NA,Female,1965,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Children & Family,Low,NA,NA,NA,NA,NA,NA,0,0,0,0
92966,2002,IRL,Ireland,684,Min. For Transport,Seamus Brennan,NA,Male,1948,2008,ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Transport,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
92967,2002,IRL,Ireland,685,Attorney General,Rory Brady,NA,Male,1957,2010,ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,0,0,"Attorney General, Chief Justice or Legal Official",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92968,2002,IRL,Ireland,686,"Governor, Central Bank Of Ireland",Maurice O'Connell,NA,Male,1936,A (2020),NA,NA,NA,0,0,0,Governor (Central Bank),NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92969,2002,IRL,Ireland,687,Ambassador To The Us,Sean O'Huiginn,NA,Male,1944,A (2020),NA,NA,NA,0,0,0,Ambassador to the United States,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92970,2002,IRL,Ireland,688,"Permanent Representative To The Un, New York",Richard Ryan,NA,Male,1946,A (2020),NA,NA,NA,0,0,0,Representative to the United Nations,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92971,2003,IRL,Ireland,689,President,Mary Mcaleese,NA,Female,1951,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,0,0,President,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92972,2003,IRL,Ireland,690,Prime Minister,Bertie Ahern,NA,Male,1951,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,0,1,Prime Minister,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92973,2003,IRL,Ireland,691,Dep. Prime Minister,Mary Harney,NA,Female,1953,A (2020),pd,Progressive Democrats,Progressive Democrats,1,0,0,Deputy Prime Minister,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
92974,2003,IRL,Ireland,692,Min. For Agriculture & Food,Joseph Walsh,NA,Male,1943,2014,ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Agriculture, Food, Fisheries & Livestock",Medium,NA,NA,NA,NA,NA,NA,0,0,1,0
92975,2003,IRL,Ireland,693,"Min. For Arts, Sport & Tourism",John O'Donoghue,NA,Male,1956,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Culture & Heritage,Medium,Sports,Low,Tourism,Low,NA,NA,0,0,0,0
92976,2003,IRL,Ireland,694,"Min. For Communications, Marine & Natural Resources",Dermot Ahern,NA,Male,1955,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Communications & Information,Medium,Natural Resources,Medium,NA,NA,NA,NA,0,0,0,0
92977,2003,IRL,Ireland,695,"Min. For Community, Rural & Gaeltacht Affairs",Eamon O'Cuiv,NA,Male,1950,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Culture & Heritage,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
92978,2003,IRL,Ireland,696,Min. For Defense,Michael Smith,NA,Male,1940,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Defense, Military & National Security",High,NA,NA,NA,NA,NA,NA,0,1,0,0
92979,2003,IRL,Ireland,697,Min. For Education & Science,Noel Dempsey,NA,Male,1953,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Education, Training & Skills",Medium,"Science, Technology & Research",Low,NA,NA,NA,NA,0,0,0,0
92980,2003,IRL,Ireland,698,"Min. For Enterprise, Trade & Employment",Mary Harney,NA,Female,1953,A (2020),pd,Progressive Democrats,Progressive Democrats,1,1,0,Minister (Full Rank),Foreign Economic Relations,Medium,"Enterprises, Companies & Business",Medium,"Labor, Employment & Social Security",Medium,NA,NA,0,0,0,0
92981,2003,IRL,Ireland,699,Min. For Environment & Local Government,Martin Cullen,NA,Male,1954,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Environment,Medium,Local Government,Medium,NA,NA,NA,NA,0,0,0,0
92982,2003,IRL,Ireland,700,Min. For Finance,Charles Mccreevy,NA,Male,1949,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),"Finance, Budget & Treasury",High,NA,NA,NA,NA,NA,NA,1,0,0,0
92983,2003,IRL,Ireland,701,Min. For Foreign Affairs,Brian Cowen,NA,Male,1960,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Foreign Relations,High,NA,NA,NA,NA,NA,NA,0,0,0,1
92984,2003,IRL,Ireland,702,Min. For Health & Children,Micheal Martin,NA,Male,1960,A (2020),ff,Fianna Fail – The Republican Party,Fianna Fail – The Republican Party,1,1,0,Minister (Full Rank),Health & Social Welfare,Medium,Children & Family,Low,NA,NA,NA,NA,0,0,0,0
92985,2003,IRL,Ireland,703,"Min. For Justice, Equality & Law Reform",Michael Mcdowell,NA,Male,1951,A (2020),independent,independent,independent,1,1,0,Minister (Full Rank),Justice & Legal Affairs,Medium,Political Reform,Medium,NA,NA,NA,NA,0,0,0,0
